Record_Number,Region,RESIDENCE_TYPE,Family_Composition,sex,age,Marital_Status,student,Country_Of_Birth,health,Ethnic_Group,religion,Economic_Activity,Occupation,industry,Hours_Worked_Per_Week,Approximate_Social_Grade
59685,S92000003,C,X,2,2,1,1,2,1,1,1,6,X,X,X,X
59686,S92000003,P,1,2,4,2,2,1,1,1,2,1,2,11,1,1
59688,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59690,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59694,S92000003,P,1,2,5,2,2,1,2,1,1,2,2,11,4,1
59695,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
59696,S92000003,P,1,1,1,1,2,1,2,1,1,X,X,X,X,X
59712,S92000003,P,1,2,2,1,2,1,1,1,9,1,4,11,3,4
59714,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59716,S92000003,P,1,1,2,1,2,1,2,1,2,1,9,11,2,3
59717,S92000003,P,1,2,7,2,2,1,4,1,2,5,6,11,X,2
59718,S92000003,P,1,2,4,2,2,1,1,1,1,1,2,11,2,1
59719,S92000003,P,0,2,8,5,2,1,2,1,2,5,2,11,X,1
59721,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59724,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
59725,S92000003,P,0,2,2,1,1,1,1,1,2,6,X,X,X,2
59726,S92000003,P,1,2,7,2,2,1,3,1,2,5,2,11,X,1
59728,S92000003,P,1,2,5,2,2,1,1,1,1,1,2,10,3,1
59733,S92000003,P,4,2,1,1,1,2,1,1,9,X,X,X,X,X
59735,S92000003,P,4,1,2,1,2,1,1,4,1,1,6,11,3,4
59738,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
59739,S92000003,P,4,2,4,1,2,1,1,1,1,1,3,11,2,2
59741,S92000003,P,1,1,6,2,2,1,1,1,1,1,6,11,3,3
59742,S92000003,P,1,2,2,2,1,2,1,6,6,6,X,X,X,2
59743,S92000003,P,0,1,2,1,1,2,1,3,1,6,X,X,X,2
59744,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
59745,S92000003,P,0,2,6,5,2,2,2,1,2,2,2,10,2,1
59746,S92000003,P,0,2,2,1,1,2,1,1,9,6,X,X,X,2
59749,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
59750,S92000003,P,0,1,3,1,2,2,1,1,2,1,2,13,3,1
59752,S92000003,P,0,1,3,1,2,1,1,1,1,1,6,11,3,3
59753,S92000003,P,1,1,3,2,1,2,1,3,6,4,6,11,1,2
59755,S92000003,P,2,1,1,1,1,1,1,1,2,X,X,X,X,X
59756,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
59760,S92000003,P,1,2,5,2,2,1,1,1,2,1,4,13,2,2
59762,S92000003,P,1,1,1,1,1,1,2,1,1,X,X,X,X,X
59763,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,2
59768,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
59769,S92000003,P,1,2,3,2,2,1,2,1,2,7,2,10,X,1
59771,S92000003,P,1,2,1,1,1,1,2,1,1,X,X,X,X,X
59772,S92000003,P,0,2,2,1,2,1,2,1,1,1,1,11,3,1
59776,S92000003,P,4,1,1,1,1,1,1,3,6,X,X,X,X,X
59777,S92000003,P,1,2,5,2,2,2,2,1,9,1,2,11,4,2
59779,S92000003,P,1,2,1,1,1,2,2,3,4,X,X,X,X,X
59780,S92000003,P,1,2,1,1,1,1,2,1,1,X,X,X,X,X
59781,S92000003,P,1,2,4,2,2,1,2,1,2,1,6,11,3,3
59785,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
59786,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59789,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59790,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
59791,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
59793,S92000003,P,0,2,8,5,2,1,1,1,2,5,4,10,X,2
59794,S92000003,P,1,2,6,2,2,1,1,1,2,1,2,10,3,1
59796,S92000003,P,3,1,7,5,2,1,4,1,2,5,9,10,X,4
59797,S92000003,P,0,2,3,1,1,1,1,1,1,6,X,X,X,2
59799,S92000003,P,1,1,5,2,2,2,3,3,1,3,9,10,X,4
59800,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
59801,S92000003,P,1,1,4,2,2,1,1,1,1,1,6,13,3,2
59802,S92000003,P,4,2,1,1,1,1,2,1,2,X,X,X,X,X
59804,S92000003,P,0,1,7,1,2,1,2,1,1,5,2,10,X,1
59805,S92000003,P,2,1,4,4,2,1,2,1,2,7,8,11,X,3
59807,S92000003,P,0,2,3,1,1,2,1,3,6,6,2,10,X,2
59808,S92000003,P,0,1,3,1,2,1,3,1,2,9,X,X,X,4
59811,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
59812,S92000003,C,X,1,8,1,2,1,3,1,2,5,9,1,X,X
59813,S92000003,C,X,2,8,5,2,1,4,1,2,5,X,X,X,X
59815,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
59817,S92000003,P,4,2,3,1,2,1,1,1,1,3,X,X,X,4
59818,S92000003,P,0,2,8,5,2,1,5,1,2,5,9,10,X,4
59820,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59822,S92000003,P,1,1,5,2,2,1,1,1,1,1,3,10,3,1
59826,S92000003,P,0,2,8,5,2,1,3,1,9,5,6,11,X,4
59827,S92000003,P,0,2,8,5,2,1,2,1,2,5,X,X,X,4
59829,S92000003,P,0,2,5,4,2,2,3,1,2,5,2,11,X,1
59830,S92000003,P,2,1,1,1,1,1,1,1,2,X,X,X,X,X
59831,S92000003,P,1,1,6,2,2,1,4,1,2,8,6,11,X,2
59834,S92000003,P,4,1,2,1,1,1,2,1,1,6,X,X,X,4
59835,S92000003,P,0,2,8,5,2,1,3,1,2,5,9,11,X,4
59838,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
59839,S92000003,P,4,2,2,1,1,1,2,1,2,4,X,X,X,4
59842,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
59843,S92000003,P,4,1,2,1,2,1,1,1,1,3,X,X,X,2
59846,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
59848,S92000003,P,1,2,8,2,2,1,2,1,2,5,9,12,X,4
59849,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
59850,S92000003,P,1,2,7,2,2,1,1,1,2,5,6,11,X,3
59851,S92000003,P,4,1,1,1,1,1,2,1,1,X,X,X,X,X
59852,S92000003,P,1,2,6,2,2,1,2,1,2,1,6,11,2,3
59853,S92000003,P,4,2,4,1,2,1,3,1,2,1,6,10,2,4
59856,S92000003,P,1,2,1,1,1,1,1,3,9,X,X,X,X,X
59861,S92000003,P,2,2,4,1,2,1,1,1,1,1,4,10,2,2
59862,S92000003,P,0,2,8,5,2,1,3,1,2,5,2,10,X,1
59863,S92000003,P,0,2,8,5,2,1,4,1,2,5,9,10,X,4
59864,S92000003,P,4,2,1,1,1,1,3,1,2,X,X,X,X,X
59865,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
59868,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
59870,S92000003,P,4,1,1,1,1,1,2,1,2,X,X,X,X,X
59871,S92000003,P,1,2,3,2,2,2,2,6,6,7,X,X,X,2
59874,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
59877,S92000003,P,5,2,6,1,2,1,3,1,2,8,6,13,X,1
59879,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
59884,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
59885,S92000003,P,4,2,1,1,1,2,1,4,2,X,X,X,X,X
59888,S92000003,P,2,2,3,1,2,1,1,1,2,1,2,11,3,1
59890,S92000003,P,1,2,3,2,2,1,3,1,2,2,3,11,1,2
59896,S92000003,P,4,2,8,5,2,1,3,1,2,5,9,12,X,4
59900,S92000003,P,0,1,3,1,2,1,1,1,9,1,2,11,3,1
59901,S92000003,P,0,2,3,1,2,2,1,1,2,1,2,11,3,1
59904,S92000003,P,1,2,7,2,2,1,1,1,1,5,6,11,X,4
59908,S92000003,P,0,1,2,1,2,1,3,1,2,8,X,X,X,4
59913,S92000003,P,1,2,4,1,2,1,1,1,2,1,6,11,3,2
59915,S92000003,P,1,1,1,1,2,1,2,1,9,X,X,X,X,X
59917,S92000003,P,2,2,3,1,2,1,1,1,1,1,2,11,4,1
59918,S92000003,P,2,1,3,1,2,1,4,1,3,8,2,10,X,2
59922,S92000003,P,0,2,2,1,1,1,1,1,1,6,4,10,X,2
59923,S92000003,P,2,1,3,1,2,1,1,1,1,1,2,10,3,1
59925,S92000003,P,1,1,8,2,2,1,2,1,1,5,1,11,X,2
59928,S92000003,P,0,2,7,4,2,1,2,1,2,5,4,10,X,2
59931,S92000003,P,2,2,1,1,2,1,1,3,1,X,X,X,X,X
59932,S92000003,P,4,2,4,1,2,1,3,1,1,7,X,X,X,4
59933,S92000003,P,4,1,1,1,2,1,1,3,1,X,X,X,X,X
59935,S92000003,P,1,2,1,1,1,1,1,3,6,X,X,X,X,X
59936,S92000003,P,2,2,2,1,1,1,1,2,1,4,2,10,1,2
59939,S92000003,P,2,2,2,1,2,2,2,1,1,1,2,10,3,1
59941,S92000003,P,1,2,1,1,1,2,1,3,6,X,X,X,X,X
59942,S92000003,P,0,2,2,1,2,1,1,1,2,1,2,11,3,1
59949,S92000003,P,1,1,1,1,1,1,1,1,9,X,X,X,X,X
59951,S92000003,P,4,1,2,1,1,1,1,1,1,6,X,X,X,4
59953,S92000003,P,4,2,1,1,1,1,2,3,1,X,X,X,X,X
59954,S92000003,P,4,2,2,1,2,1,1,1,2,1,6,11,2,4
59955,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
59959,S92000003,P,0,1,5,1,2,1,2,1,2,8,X,X,X,4
59960,S92000003,P,4,2,1,1,1,1,2,1,2,X,X,X,X,X
59962,S92000003,P,4,1,1,1,1,1,2,4,2,X,X,X,X,X
59965,S92000003,C,X,2,6,1,2,1,3,1,9,8,X,X,X,X
59966,S92000003,P,0,2,8,5,2,1,3,1,2,5,2,11,X,2
59969,S92000003,P,0,1,2,1,1,2,1,3,3,6,X,X,X,2
59970,S92000003,P,1,2,6,2,2,2,1,1,2,5,2,11,X,2
59971,S92000003,P,1,2,2,2,2,2,1,6,6,7,X,X,X,2
59975,S92000003,P,0,1,6,4,2,1,3,1,2,5,5,12,X,4
59978,S92000003,P,4,1,1,1,1,2,1,4,2,X,X,X,X,X
59980,S92000003,P,1,1,1,1,2,1,1,3,2,X,X,X,X,X
59981,S92000003,P,1,1,1,1,2,1,1,3,1,X,X,X,X,X
59982,S92000003,P,0,1,2,1,2,1,1,1,2,3,X,X,X,4
59983,S92000003,P,4,2,1,1,1,2,1,4,6,X,X,X,X,X
59987,S92000003,P,5,1,6,1,2,1,2,1,1,3,3,11,X,2
59989,S92000003,P,4,1,1,1,1,1,2,1,1,X,X,X,X,X
59991,S92000003,P,4,2,3,1,2,1,3,1,2,8,3,11,X,2
59993,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
59998,S92000003,P,1,1,1,1,1,1,2,1,1,X,X,X,X,X
59999,S92000003,P,2,1,2,1,1,1,1,1,9,6,X,X,X,3
60000,S92000003,P,1,2,5,2,2,1,1,1,1,1,6,11,3,4
60004,S92000003,P,1,2,6,2,2,1,1,1,2,1,6,11,3,3
60006,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
60007,S92000003,P,0,1,6,1,2,1,1,1,1,1,4,11,3,2
60012,S92000003,P,1,1,2,1,1,1,1,1,1,6,X,X,X,2
60015,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
60016,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
60017,S92000003,P,2,2,1,1,1,1,1,1,2,X,X,X,X,X
60021,S92000003,P,3,2,2,1,2,1,1,1,2,1,4,11,3,4
60024,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
60025,S92000003,P,1,2,6,2,2,1,2,1,1,1,3,11,1,2
60027,S92000003,P,1,2,5,2,2,1,2,1,2,1,4,11,2,1
60031,S92000003,P,1,2,6,2,2,2,1,1,1,7,2,10,X,1
60036,S92000003,P,1,2,1,1,1,1,2,1,1,X,X,X,X,X
60041,S92000003,P,2,2,5,4,2,1,1,1,1,1,4,11,3,1
60042,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
60043,S92000003,P,1,2,6,2,2,1,3,1,2,5,4,12,X,3
60044,S92000003,P,0,2,6,4,2,1,3,1,1,8,9,11,X,4
60047,S92000003,P,4,2,1,1,1,2,1,4,2,X,X,X,X,X
60051,S92000003,P,2,2,3,1,2,1,1,1,1,1,9,10,2,4
60054,S92000003,P,2,2,2,1,2,1,1,1,1,1,6,11,3,2
60055,S92000003,P,1,2,4,2,2,2,1,3,3,7,X,X,X,3
60056,S92000003,P,1,2,6,2,2,2,4,1,2,5,6,11,X,3
60057,S92000003,P,2,1,2,1,1,1,1,1,2,6,X,X,X,1
60058,S92000003,P,4,2,6,2,2,1,2,1,2,5,2,11,X,1
60059,S92000003,P,1,1,1,1,1,2,1,1,2,X,X,X,X,X
60060,S92000003,P,1,2,5,2,2,1,1,1,1,1,4,11,3,2
60061,S92000003,P,2,1,4,4,2,1,2,1,2,1,2,13,3,1
60063,S92000003,P,4,2,2,1,1,1,1,1,1,6,X,X,X,2
60064,S92000003,P,0,2,6,1,2,1,1,1,1,1,6,11,2,3
60066,S92000003,P,4,2,5,4,2,2,2,3,2,1,2,11,3,2
60068,S92000003,P,1,2,4,2,2,2,1,4,2,1,2,11,3,1
60069,S92000003,P,1,1,1,1,1,2,1,4,2,X,X,X,X,X
60073,S92000003,P,2,2,3,1,2,1,1,1,2,1,2,11,3,2
60074,S92000003,P,0,2,7,5,2,1,2,1,9,5,6,13,X,4
60075,S92000003,P,1,2,5,2,2,1,1,1,1,1,2,10,2,1
60079,S92000003,P,0,2,2,1,1,2,1,1,9,4,6,11,3,2
60082,S92000003,C,X,2,2,1,1,2,1,1,2,6,9,12,X,X
60083,S92000003,P,0,2,7,5,2,1,1,1,1,5,2,10,X,2
60084,S92000003,P,1,1,4,2,2,1,2,1,1,1,4,13,3,2
60087,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
60088,S92000003,P,1,2,4,2,2,1,1,1,9,1,9,11,3,2
60090,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
60091,S92000003,P,2,1,1,1,2,1,1,1,9,X,X,X,X,X
60092,S92000003,P,1,1,1,1,2,1,2,3,1,X,X,X,X,X
60096,S92000003,P,1,2,5,2,2,1,2,1,9,7,6,12,X,1
60097,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
60099,S92000003,P,1,2,2,1,2,1,1,1,2,1,2,10,3,2
60100,S92000003,P,1,2,6,2,2,1,1,1,1,1,6,10,2,3
60101,S92000003,P,2,2,1,1,2,1,2,1,1,X,X,X,X,X
60102,S92000003,P,2,2,3,1,2,1,2,1,1,1,6,13,2,3
60103,S92000003,P,2,1,1,1,1,1,2,1,1,X,X,X,X,X
60105,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
60106,S92000003,P,1,2,2,1,2,1,1,1,9,1,6,11,3,4
60108,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
60109,S92000003,P,1,1,7,2,2,1,1,1,1,1,2,10,2,1
60110,S92000003,P,1,2,6,2,2,1,1,1,2,5,2,11,X,4
60111,S92000003,P,1,2,6,2,2,1,2,1,2,1,2,10,3,1
60114,S92000003,P,2,1,4,1,2,1,1,1,9,2,2,10,4,3
60118,S92000003,P,3,1,2,1,2,1,1,1,1,1,5,1,4,3
60119,S92000003,P,1,1,5,2,2,1,2,1,2,2,5,1,4,3
60120,S92000003,P,2,2,3,4,2,1,1,1,2,1,2,10,4,2
60125,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
60126,S92000003,P,0,2,8,5,2,1,2,1,2,5,2,10,X,1
60130,S92000003,P,1,1,8,2,2,2,3,1,1,5,2,11,X,1
60133,S92000003,P,1,1,8,2,2,1,1,1,1,5,9,1,X,3
60135,S92000003,P,1,1,8,2,2,1,2,1,2,5,2,10,X,1
60136,S92000003,P,4,2,5,4,2,1,2,1,1,1,6,11,2,3
60137,S92000003,P,1,1,6,2,2,1,3,1,1,1,2,10,3,4
60140,S92000003,P,1,2,7,2,2,1,2,1,2,5,9,11,X,3
60148,S92000003,P,4,1,1,1,2,1,1,1,2,X,X,X,X,X
60151,S92000003,P,2,1,4,4,2,1,2,1,1,1,3,1,4,1
60152,S92000003,P,1,2,5,2,2,1,1,1,1,7,X,X,X,3
60153,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
60158,S92000003,P,4,2,5,4,2,1,2,1,2,7,6,11,X,4
60161,S92000003,P,1,1,1,1,2,1,1,1,9,X,X,X,X,X
60165,S92000003,P,1,1,6,2,2,1,2,1,1,1,2,10,1,1
60170,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
60171,S92000003,P,1,1,3,2,2,1,1,1,1,9,X,X,X,4
60175,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
60176,S92000003,P,2,2,4,3,2,1,1,1,1,2,8,10,2,3
60177,S92000003,P,4,2,2,1,2,1,1,1,1,7,6,11,X,4
60178,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
60180,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
60182,S92000003,P,4,2,5,4,2,1,4,1,2,8,6,11,X,4
60189,S92000003,P,1,2,6,2,2,1,2,1,2,1,6,11,2,3
60190,S92000003,P,0,1,1,1,2,1,2,1,2,X,X,X,X,X
60191,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
60193,S92000003,P,0,2,3,1,2,1,1,1,9,1,2,10,3,1
60194,S92000003,P,1,2,3,2,2,2,1,3,4,1,4,10,2,1
60195,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
60197,S92000003,P,4,2,4,4,2,1,1,1,2,1,2,11,2,1
60200,S92000003,P,1,1,4,2,2,1,3,1,2,1,1,10,3,1
60203,S92000003,P,2,2,2,1,2,1,1,1,1,1,4,11,3,2
60207,S92000003,P,4,2,5,5,2,1,1,1,2,1,2,11,2,2
60213,S92000003,P,0,1,3,1,2,1,1,1,2,1,2,10,3,1
60214,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
60215,S92000003,P,0,2,7,5,2,1,3,1,2,5,4,10,X,2
60216,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
60218,S92000003,P,4,2,2,1,2,1,1,1,1,1,9,12,2,4
60219,S92000003,P,0,1,2,1,1,1,1,1,1,6,X,X,X,2
60221,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
60222,S92000003,P,2,2,2,1,1,1,1,1,1,6,1,12,X,1
60225,S92000003,P,1,1,1,1,1,2,2,3,6,X,X,X,X,X
60226,S92000003,P,0,1,3,2,1,2,1,6,6,4,2,11,4,2
60228,S92000003,P,0,1,3,1,1,2,1,4,2,4,X,X,X,2
60229,S92000003,P,1,2,2,1,1,2,1,4,2,4,X,X,X,1
60232,S92000003,P,0,2,2,1,1,1,2,1,1,6,X,X,X,2
60234,S92000003,P,0,2,2,1,1,2,1,6,6,6,X,X,X,2
60237,S92000003,C,X,1,6,1,2,1,2,1,2,8,X,X,X,X
60238,S92000003,C,X,1,5,1,2,1,2,1,1,8,X,X,X,X
60239,S92000003,P,0,2,3,1,2,1,2,1,1,1,3,10,3,2
60244,S92000003,P,1,2,6,2,2,1,2,1,2,1,9,11,2,4
60246,S92000003,P,1,1,6,2,2,1,3,1,1,2,8,10,3,3
60247,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
60248,S92000003,P,1,1,6,2,2,1,2,1,2,1,4,11,3,2
60249,S92000003,P,1,2,7,2,2,1,2,1,9,5,6,10,X,3
60252,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
60254,S92000003,P,1,2,2,1,1,1,2,1,2,6,X,X,X,3
60256,S92000003,P,2,1,1,1,2,1,1,1,9,X,X,X,X,X
60257,S92000003,P,1,2,7,2,2,1,2,1,2,5,6,11,X,3
60258,S92000003,P,4,2,8,5,2,1,4,1,2,5,9,1,X,4
60259,S92000003,P,1,2,5,2,2,1,1,1,9,1,2,10,1,1
60260,S92000003,P,4,2,1,1,1,1,1,1,8,X,X,X,X,X
60262,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
60264,S92000003,P,1,1,4,2,2,1,1,1,2,2,5,1,4,1
60265,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
60266,S92000003,P,1,2,7,2,2,2,1,1,2,5,4,10,X,3
60267,S92000003,P,4,2,2,1,2,1,1,1,1,3,X,X,X,4
60271,S92000003,P,0,2,8,5,2,1,3,1,2,5,6,13,X,4
60272,S92000003,P,0,1,5,3,2,1,4,6,1,8,X,X,X,1
60274,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
60277,S92000003,P,1,1,4,2,2,1,1,1,2,1,1,1,3,1
60278,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
60280,S92000003,P,2,1,3,1,2,2,3,1,1,1,8,12,3,4
60281,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
60283,S92000003,P,0,2,8,5,2,1,4,1,1,9,X,X,X,4
60285,S92000003,P,0,1,6,1,2,1,1,1,2,5,2,10,X,1
60293,S92000003,P,1,1,4,2,2,1,1,1,2,2,5,1,4,3
60294,S92000003,C,X,2,8,2,2,1,3,1,9,5,X,X,X,X
60295,S92000003,P,1,1,7,2,2,2,1,1,2,5,2,11,X,1
60297,S92000003,P,1,2,1,1,2,1,3,1,1,X,X,X,X,X
60300,S92000003,P,1,2,6,2,2,1,1,1,8,5,6,10,X,1
60303,S92000003,P,0,2,7,4,2,1,4,1,2,5,2,10,X,1
60304,S92000003,P,0,2,8,5,2,1,2,1,2,5,3,10,X,2
60306,S92000003,P,1,1,7,2,2,1,3,1,1,5,2,10,X,1
60307,S92000003,P,1,1,5,2,2,1,1,1,1,1,2,10,2,1
60308,S92000003,P,0,1,6,1,2,1,2,1,2,9,X,X,X,4
60311,S92000003,P,2,1,3,1,2,1,2,1,2,1,9,1,3,4
60313,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
60315,S92000003,P,1,2,6,2,2,1,1,1,2,5,2,10,X,1
60318,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
60326,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
60327,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
60328,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
60329,S92000003,P,1,1,6,2,2,1,2,1,2,3,2,13,X,2
60331,S92000003,P,1,1,1,1,2,1,2,1,1,X,X,X,X,X
60335,S92000003,P,1,2,2,1,2,1,1,1,1,1,6,12,2,2
60336,S92000003,P,1,1,6,2,2,1,1,1,1,1,2,10,4,1
60338,S92000003,P,0,2,6,5,2,1,2,1,2,1,2,10,2,1
60339,S92000003,P,1,1,3,1,2,1,1,1,2,1,3,12,3,2
60341,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,1
60344,S92000003,P,1,2,6,2,2,1,1,1,2,7,4,11,X,2
60348,S92000003,P,1,1,2,1,1,1,1,1,1,6,X,X,X,2
60351,S92000003,P,4,2,4,3,2,1,2,1,2,1,1,11,3,2
60355,S92000003,P,4,1,5,1,2,1,2,1,1,8,X,X,X,4
60356,S92000003,P,0,2,5,1,2,1,1,1,1,1,2,11,3,2
60357,S92000003,P,0,1,7,4,2,1,2,1,2,1,6,10,4,3
60358,S92000003,P,0,2,6,3,2,1,3,1,2,1,6,11,3,3
60362,S92000003,P,1,2,4,2,2,1,1,1,2,1,4,10,2,2
60364,S92000003,P,1,1,3,2,2,1,1,1,1,1,2,11,3,1
60366,S92000003,P,4,1,1,1,1,1,3,1,9,X,X,X,X,X
60368,S92000003,P,0,2,3,1,2,1,3,1,2,8,6,11,X,4
60373,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
60374,S92000003,P,2,1,1,1,2,1,2,1,2,X,X,X,X,X
60376,S92000003,P,1,2,3,2,2,1,3,1,9,1,6,11,2,2
60377,S92000003,P,3,2,2,1,2,1,1,1,2,3,X,X,X,4
60380,S92000003,P,2,2,2,1,2,1,1,1,1,7,X,X,X,3
60384,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
60388,S92000003,P,4,2,5,4,2,1,1,1,2,1,6,11,2,3
60389,S92000003,P,1,1,6,2,2,1,1,1,2,1,3,10,3,1
60390,S92000003,P,5,1,7,1,2,1,3,1,9,5,6,11,X,4
60394,S92000003,P,2,2,4,1,2,1,1,1,1,1,3,11,3,3
60396,S92000003,P,1,2,3,2,2,1,1,1,1,1,6,11,2,2
60397,S92000003,P,0,2,8,5,2,1,3,1,2,5,2,11,X,1
60401,S92000003,P,4,2,7,5,2,1,1,1,2,5,2,11,X,3
60404,S92000003,P,2,2,1,1,1,1,1,1,2,X,X,X,X,X
60407,S92000003,P,1,1,5,2,2,1,2,1,2,5,3,11,X,2
60408,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
60409,S92000003,P,2,1,2,1,1,2,1,1,1,4,X,X,X,1
60411,S92000003,P,2,1,1,1,1,1,2,1,2,X,X,X,X,X
60412,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
60414,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
60416,S92000003,C,X,1,2,1,2,1,2,1,1,9,X,X,X,X
60422,S92000003,C,X,1,3,1,2,1,2,1,1,9,X,X,X,X
60426,S92000003,P,4,1,1,1,2,2,1,1,2,X,X,X,X,X
60430,S92000003,P,0,2,7,5,2,1,2,1,1,5,9,11,X,4
60432,S92000003,P,2,1,1,1,2,1,2,1,1,X,X,X,X,X
60436,S92000003,P,0,2,8,1,2,1,2,1,9,5,X,X,X,4
60437,S92000003,P,1,2,4,2,2,1,2,1,2,1,6,13,2,3
60438,S92000003,P,1,1,2,1,2,1,2,1,1,3,5,12,X,3
60440,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
60442,S92000003,P,1,1,2,1,2,1,1,1,2,1,9,1,3,4
60443,S92000003,P,0,2,6,5,2,1,4,1,9,5,2,11,X,2
60447,S92000003,P,1,2,8,2,2,1,1,1,2,5,9,1,X,4
60448,S92000003,P,1,1,5,2,2,1,2,1,2,2,5,1,3,3
60449,S92000003,P,1,1,1,1,1,1,2,3,2,X,X,X,X,X
60451,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
60453,S92000003,P,1,2,8,2,2,1,3,1,2,5,9,1,X,4
60454,S92000003,P,2,2,3,1,2,2,1,1,2,2,2,11,3,1
60455,S92000003,P,1,2,8,2,2,1,4,1,2,5,6,11,X,4
60459,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
60461,S92000003,P,1,2,8,2,2,1,1,1,2,5,X,X,X,4
60463,S92000003,C,X,2,7,3,2,1,3,1,9,5,X,X,X,X
